alpha	num_top_types	num_top_locations	train_rr	val_rr
0.1	1	1	0.18873263595581202	0.16234840526833594
0.1	1	2	0.3260647999154884	0.3103154884884558
0.1	1	3	0.1985883291430809	0.17093528103936295
0.1	1	4	0.19385081012477945	0.17198359465175994
0.1	1	5	0.1997374759450663	0.18012742585687258
0.1	2	1	0.15949630586793317	0.13916575487061034
0.1	2	2	0.29062257276064274	0.2642560349443839
0.1	2	3	0.2268877332587681	0.2120217760588533
0.1	2	4	0.20003533808750262	0.18026764683699226
0.1	2	5	0.20530797807359902	0.18329597699624578
0.1	3	1	0.22100356780900965	0.19678601389908879
0.1	3	2	0.30356993076528405	0.27473086418888704
0.1	3	3	0.24217893422886738	0.22487714638541345
0.1	3	4	0.21391631149989299	0.19405082872963886
0.1	3	5	0.19942659899066828	0.17750480728023132
0.1	4	1	0.23701643920743565	0.23549323815422663
0.1	4	2	0.22774142575023548	0.222174426719987
0.1	4	3	0.13692712665049045	0.12339713797039153
0.1	4	4	0.15289707369634042	0.1372765806512748
0.1	4	5	0.15937463156487996	0.14858011495112433
0.1	5	1	0.26947777121816474	0.2630880141298393
0.1	5	2	0.19088680798046043	0.1816318888974382
0.1	5	3	0.2768883073559666	0.261700017952477
0.1	5	4	0.17295121423879045	0.15670790913240018
0.1	5	5	0.09547422535033234	0.08274532585191219
1	1	1	0.17554066724550177	0.154910084044367
1	1	2	0.2554742810769203	0.24737936005788252
1	1	3	0.2454381809610232	0.21132148620853686
1	1	4	0.17880773577279463	0.1619865794194103
1	1	5	0.27669765613703	0.24434087392852344
1	2	1	0.21949426352911983	0.1992972125337401
1	2	2	0.3105643770958678	0.3067520540763271
1	2	3	0.3032878804126711	0.28126408043283635
1	2	4	0.2856279624096859	0.26891524108002707
1	2	5	0.2312375097700451	0.20948421044307497
1	3	1	0.1866393345096069	0.17362489662748493
1	3	2	0.2966350930044347	0.2772319668012334
1	3	3	0.25168827708425656	0.23462284421850255
1	3	4	0.14685756582874754	0.12944378249054
1	3	5	0.1651392819975196	0.15495925318297699
1	4	1	0.33235108301384975	0.32215046079419185
1	4	2	0.2721460357646853	0.2554892837104885
1	4	3	0.23531035328060046	0.22424623086344198
1	4	4	0.15232511250841363	0.13860760049335263
1	4	5	0.24332504014979273	0.2354209945436907
1	5	1	0.21130490615846997	0.18923508966227098
1	5	2	0.2513859082240837	0.2442557521327371
1	5	3	0.19513893999276244	0.18810003536575925
1	5	4	0.30196490844055224	0.2928963116827208
1	5	5	0.1294645716463173	0.11028874964088753
10	1	1	0.2789903239495739	0.2510901897749632
10	1	2	0.13582044290490236	0.1288087822843883
10	1	3	0.18259740892582177	0.15698576408456644
10	1	4	0.18021535051447002	0.16570681206874593
10	1	5	0.27752372114701773	0.2587063468882199
10	2	1	0.16544747288210349	0.1448036851884098
10	2	2	0.28113506027597934	0.27230307470176274
10	2	3	0.2787851764065731	0.2634107434178049
10	2	4	0.19142979013284367	0.17542491169000896
10	2	5	0.21801124874680922	0.19435323163783258
10	3	1	0.1501232695950554	0.12620158323470632
10	3	2	0.21588087627927854	0.1974310509378142
10	3	3	0.16334810342702533	0.1474542266396479
10	3	4	0.20780377438173714	0.192774475487957
10	3	5	0.19984649781235164	0.1805496083017093
10	4	1	0.1737709814434295	0.16226141397241978
10	4	2	0.13485622522559337	0.11918940882994089
10	4	3	0.2510596712719624	0.23781967656576875
10	4	4	0.07773315540212677	0.07090922155520285
10	4	5	0.241070267208764	0.22941344718153123
10	5	1	0.25594373803233894	0.25780759622313953
10	5	2	0.23185190138181488	0.2102493680147982
10	5	3	0.27850819912219726	0.26821072384163547
10	5	4	0.24513968587211676	0.22893811498936933
10	5	5	0.20296552087701547	0.19099458553477544
100	1	1	0.3169570205520408	0.2842762457860707
100	1	2	0.12619240021716938	0.11219935458980368
100	1	3	0.20906259424171225	0.18104223643159356
100	1	4	0.24704718474058407	0.23033799253019527
100	1	5	0.19378433038998033	0.17056813589234054
100	2	1	0.30421986803086476	0.28714266113763476
100	2	2	0.2652865325558902	0.2527561458613937
100	2	3	0.27112902861693555	0.24590368603488555
100	2	4	0.2929777434740324	0.2660966540595545
100	2	5	0.25400414200718413	0.2354094321734148
100	3	1	0.17363998449829499	0.1481814619826355
100	3	2	0.25295121964174705	0.23455460909162407
100	3	3	0.17878670475015623	0.16387884024651878
100	3	4	0.13406988523681862	0.11363182835070496
100	3	5	0.14133502765188555	0.12797750103766325
100	4	1	0.16579106382691144	0.1566747397806113
100	4	2	0.242318102387307	0.22638777328127313
100	4	3	0.31278714585924383	0.3164494479087884
100	4	4	0.06885456995052086	0.06569959423950245
100	4	5	0.24702645281002755	0.23887128836968807
100	5	1	0.23394805605231783	0.2134483243649813
100	5	2	0.12978528457108218	0.12266761464691811
100	5	3	0.2032905301981457	0.18888768078581175
100	5	4	0.19282818537422408	0.17810579734961463
100	5	5	0.10969103430228144	0.09516357844011436
1000	1	1	0.23213170473237132	0.2104211450273168
1000	1	2	0.1926381271059131	0.17240830122784612
1000	1	3	0.19895312687750555	0.18060937761426255
1000	1	4	0.1649373784642707	0.14701143660604687
1000	1	5	0.2380952769683915	0.21552272886025792
1000	2	1	0.3381442496593041	0.3084768718091945
1000	2	2	0.2561641108775847	0.2316584173754792
1000	2	3	0.19991934657988086	0.17827999219004087
1000	2	4	0.2236389816056803	0.21068649807070816
1000	2	5	0.17455499434007282	0.16340303014655277
1000	3	1	0.21905266488933273	0.19885786443607079
1000	3	2	0.17102451800023377	0.15277531383832388
1000	3	3	0.17995798229926574	0.15471042951031222
1000	3	4	0.15246867120669272	0.1374190033468019
1000	3	5	0.20332056647313357	0.19235995122126526
1000	4	1	0.30144751028518935	0.2868666933543652
1000	4	2	0.15276875747243346	0.1335121337177817
1000	4	3	0.21575168183454474	0.197738165940047
1000	4	4	0.16319772513175423	0.1520641629818681
1000	4	5	0.12516463075920115	0.10900894657984528
1000	5	1	0.22585963689647892	0.20275418793004407
1000	5	2	0.2442742254125485	0.22618087841257817
1000	5	3	0.2066567710024083	0.1941013259755009
1000	5	4	0.17692688571597937	0.16331674387924067
1000	5	5	0.19658891632001763	0.18287830227520063
0.1	1	1	0.5930765837578131	0.4432137851141983
0.1	1	2	0.6023291584104236	0.521583967725702
0.1	1	3	0.64077516957433	0.5088488030016514
0.1	1	4	0.656095526634701	0.529215785652229
0.1	1	5	0.6655693252797766	0.5121977611443473
0.1	2	1	0.599467400170514	0.4954756705553871
0.1	2	2	0.6181111718152454	0.4801104929357871
0.1	2	3	0.6479469378605138	0.5074856255382946
0.1	2	4	0.6714436036883691	0.4627473827624873
0.1	2	5	0.6741046695044294	0.5400902690974012
0.1	3	1	0.6176203827823983	0.5260229004201502
0.1	3	2	0.6496355685401602	0.48219497022068547
0.1	3	3	0.679066827100048	0.437463951528934
0.1	3	4	0.6857335928659507	0.5025991127317804
0.1	3	5	0.7121688900662263	0.4820852377299629
0.1	4	1	0.6258083164949749	0.5363382966722043
0.1	4	2	0.6470924065274958	0.5394303680321135
0.1	4	3	0.677139746714822	0.4961111277503516
0.1	4	4	0.6946178654871293	0.46506874772609996
0.1	4	5	0.7036151793019569	0.49035234978908115
0.1	5	1	0.6370332473104625	0.5313832948116572
0.1	5	2	0.6609569870934883	0.5549367172020505
0.1	5	3	0.6770007367614328	0.4777807950562928
0.1	5	4	0.7113263005724759	0.5431989322091204
0.1	5	5	0.7105240203264939	0.5155969626880397
1	1	1	0.5897103942247246	0.4669595447183069
1	1	2	0.6080264761204536	0.5282293354132139
1	1	3	0.6389448233977788	0.4781502022684003
1	1	4	0.6558926284981403	0.5265995069413031
1	1	5	0.6615176860432685	0.5229304417867778
1	2	1	0.3050644712462123	0.2763898433995322
1	2	2	0.6156689611132474	0.5259746434141725
1	2	3	0.6471306058644077	0.5090872592691585
1	2	4	0.666597330832138	0.5078252554807892
1	2	5	0.6758827314169774	0.5346548643342561
1	3	1	0.6172504075336558	0.5229491173978391
1	3	2	0.6426865732827826	0.5159193507711775
1	3	3	0.6753351860428878	0.44893199277101636
1	3	4	0.6956623485349172	0.4715634027320318
1	3	5	0.7044046373974755	0.45264071889103297
1	4	1	0.6206943353807761	0.5386346655959661
1	4	2	0.6435862508148232	0.5206074287234274
1	4	3	0.6725339371523498	0.4791094513186691
1	4	4	0.6891928865080978	0.4019433594392171
1	4	5	0.7022442997491447	0.4440687477546418
1	5	1	0.6395929014954491	0.5076000838950847
1	5	2	0.6504033006509091	0.5559690729739305
1	5	3	0.6801079947760779	0.5153935897764081
1	5	4	0.7032847144284701	0.5460061919985622
1	5	5	0.7179714018235921	0.45617560177045335
10	1	1	0.5932702796151573	0.47583698160781784
10	1	2	0.6059159186167615	0.5237286556168911
10	1	3	0.6360428855778129	0.5074246692637492
10	1	4	0.6581114960281126	0.5189084744908308
10	1	5	0.6597292576258337	0.5214497430149474
10	2	1	0.6060269653469355	0.48152483394573453
10	2	2	0.6162798023733139	0.5154022501877242
10	2	3	0.6475140393177314	0.47342433450787924
10	2	4	0.6692826897524063	0.48433510787534206
10	2	5	0.6834363886118318	0.5280949725683506
10	3	1	0.6172398327624171	0.5260341902385813
10	3	2	0.6496782786691426	0.4689752158665027
10	3	3	0.6726885754829436	0.49674337534653534
10	3	4	0.6893767310389831	0.5153983237847461
10	3	5	0.7050566121651736	0.482915008164839
10	4	1	0.6225855383073369	0.5164016684045902
10	4	2	0.6535067438052287	0.5230222687299971
10	4	3	0.6733750191339274	0.47014503974754773
10	4	4	0.6843944364852956	0.48828270363136994
10	4	5	0.7060120367559397	0.4000615454926323
10	5	1	0.6322268235588189	0.5144138874707862
10	5	2	0.659863292834771	0.5527455290285903
10	5	3	0.6844658818717677	0.490736219052461
10	5	4	0.7018021757688859	0.5471392180702346
10	5	5	0.7109439365914181	0.5479220327563509
100	1	1	0.5918203457841805	0.468668251651959
100	1	2	0.6060230874685046	0.5307736392841549
100	1	3	0.6369701593138485	0.49476725750721096
100	1	4	0.6529502100020784	0.5345118294746668
100	1	5	0.6669914879813554	0.5351322451929709
100	2	1	0.6044093989956183	0.45005622114816946
100	2	2	0.618344537845454	0.5333717984038345
100	2	3	0.6492672896110234	0.509292917539637
100	2	4	0.667877294304273	0.4974646940266383
100	2	5	0.6783111413608396	0.5160961436380056
100	3	1	0.625037412517085	0.5189681321757476
100	3	2	0.6474586308085654	0.44785035298839493
100	3	3	0.6747114947968063	0.4566443187156135
100	3	4	0.6898692961998172	0.5084825110725795
100	3	5	0.6992201878474674	0.495460232757603
100	4	1	0.6269514547758253	0.5186019876575013
100	4	2	0.6452717217419635	0.5332038391521268
100	4	3	0.678512220873649	0.4780291254705803
100	4	4	0.6959504648071129	0.40942656853962767
100	4	5	0.693161952104236	0.46985012668238846
100	5	1	0.631841125664673	0.519957336582229
100	5	2	0.65857188986819	0.5491761443618084
100	5	3	0.6867189854773108	0.47719775944798826
100	5	4	0.7056405619669437	0.5084451146908121
100	5	5	0.7162738753406874	0.5191562569419335
1000	1	1	0.5857178201684271	0.48021847647725113
1000	1	2	0.602388573409067	0.5219611122568176
1000	1	3	0.6381439434591824	0.4981021614772968
1000	1	4	0.6507702622221366	0.5346364782517286
1000	1	5	0.6627639419085749	0.5276181901569
1000	2	1	0.600468694337692	0.472428257101111
1000	2	2	0.6169997973912039	0.5220553504835601
1000	2	3	0.6480307397321399	0.49819787087346157
1000	2	4	0.6711523513270978	0.5051060091691615
1000	2	5	0.6765700191096106	0.5310540914848281
1000	3	1	0.6178215101939226	0.5142327795721926
1000	3	2	0.6473345422818516	0.41262640058057376
1000	3	3	0.6722314421249753	0.4827548053797497
1000	3	4	0.6887275245230647	0.47205001791293943
1000	3	5	0.6950832351532634	0.5455603926040679
1000	4	1	0.6262152810866747	0.5338270721302804
1000	4	2	0.6452029839260583	0.5047027527353736
1000	4	3	0.6780333964920162	0.48936024764993746
1000	4	4	0.6931805176925839	0.4332568536550533
1000	4	5	0.6999505831205548	0.4811734597395747
1000	5	1	0.6371588823350582	0.5253885703059258
1000	5	2	0.662427035080571	0.5467048931956517
1000	5	3	0.6807617746748847	0.5099358117460278
1000	5	4	0.7069944220505888	0.5171799237720478
1000	5	5	0.7241473823528032	0.5261739508604693
0.1	1	1	0.903523126688149	-0.2644272843576385
0.001	4	4	0.947137227865733	-0.08620687228894885
0.001	4	4	0.7827909441115307	-2.9509438880163743
0.001	4	5	0.7862495303619809	0.11222376510030307
0.01	4	4	0.7923117072996224	-2.2083823728488703
0.01	4	4	0.792380353623073	-2.211284531095874
0.01	4	5	0.7829108043360508	0.3173120238328909
0.01	4	6	0.7829108043360508	0.3173120238328909
0.01	5	4	0.792380353623073	-2.211284531095874
0.01	5	5	0.7829108043360508	0.3173120238328909
0.01	5	6	0.7829108043360508	0.3173120238328909
0.01	6	4	0.8066443038508843	-0.09319470797790808
0.01	6	5	0.8075213746565083	0.3641784323807077
0.01	6	6	0.8075213746565083	0.3641784323807077
0.1	4	4	0.7831583969728823	-4.279292626274573
0.1	4	5	0.7909820328578818	0.4743377388164771
0.1	4	6	0.7909820328578818	0.4743377388164771
0.1	5	4	0.7831583969728823	-4.279292626274573
0.1	5	5	0.7909820328578818	0.4743377388164771
0.1	5	6	0.7909820328578818	0.4743377388164771
0.1	6	4	0.8140149650469403	-1.5333218706823528
0.1	6	5	0.8022364415409894	0.4547019526909277
0.1	6	6	0.8022364415409894	0.4547019526909277
1	4	4	0.7873944537957204	-1.2995778265264626
1	4	5	0.8089559850438812	0.2607283935000525
1	4	6	0.8089559850438812	0.2607283935000525
1	5	4	0.7873944537957204	-1.2995778265264626
1	5	5	0.8089559850438812	0.2607283935000525
1	5	6	0.8089559850438812	0.2607283935000525
1	6	4	0.8096274475745175	-1.942088000958564
1	6	5	0.8100550579593488	0.4996336959787102
1	6	6	0.8100550579593488	0.4996336959787102
10	4	4	0.7850380158233055	-1.4337201121287957
10	4	5	0.7947833862440848	0.512306395414688
10	4	6	0.7947833862440848	0.512306395414688
10	5	4	0.7850380158233055	-1.4337201121287957
10	5	5	0.7947833862440848	0.512306395414688
10	5	6	0.7947833862440848	0.512306395414688
10	6	4	0.8134673750202726	-5.555073153380957
10	6	5	0.814463784668556	0.359822118656585
10	6	6	0.814463784668556	0.359822118656585
0.01	6	6	0.8075213746565083	0.3641784323807077