Loại	Tên	Các loại phòng	Giá	Vị trí	Số đánh giá
Nhà riêng	Babylon Homestay sát biển Bãi Sau Vũng Tàu - Phòng tập thể cho 6- 12 người	12 khách · 1 Phòng ngủ · 2 phòng tắm	600,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	Medoly Vũng Tàu 3 phòng ngủ	12 khách · 3 Phòng ngủ · 2 phòng tắm	699,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Joy'n Villa	35 khách · 5 Phòng ngủ · 5 phòng tắm	1,890,000₫/đêm 2,100,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	5	
Biệt Thự	Golden Villa Vung Tau	24 khách · 8 Phòng ngủ · 10 phòng tắm	8,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Căn hộ dịch vụ	Viking House Triple room 2 for 6 people (phòng 2 giường 1 nệm)	6 khách · 1 Phòng ngủ · 1 phòng tắm	350,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	CASSABELLA Luxury Apartments - Căn hộ 1 ngủ , 1 BR Full services #5	3 khách · 1 Phòng ngủ · 1 phòng tắm	570,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Căn hộ chung cư	[1810]Căn hộ Melody - 3pn - Đi bộ ra biển	13 khách · 3 Phòng ngủ · 2 phòng tắm	2,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Nhà riêng	BlaBla Orange 01	2 khách · 1 Phòng ngủ · 1 phòng tắm	198,000₫/đêm 220,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Sweet Home Vũng Tàu Sát Bãi Sau - Home Decor đẹp - 4 Bedroom - 6 giường Bigsize	22 khách · 4 Phòng ngủ · 3 phòng tắm	760,000₫/đêm 950,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	LiCi HomeStay ( Melody Apartment Vũng Tàu )	15 khách · 2 Phòng ngủ · 2 phòng tắm	800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Minion Homestay - gần Quãng Trường Vũng Tàu, Bãi sau	20 khách · 4 Phòng ngủ · 4 phòng tắm	1,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Blue Sapphire Resort Vũng Tàu	Căn hộ nghỉ dưỡng ấm cúng tại Blue Shapphire Resort	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Lazy House - Vung Tau City	5 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	3	
Biệt Thự	Vuta villa homestay 1	10 khách · 2 Phòng ngủ · 2 phòng tắm	650,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	Moonlight Homestay. Tòa nhà Melody cạnh Bãi sau Vũng Tàu	6 khách · 2 Phòng ngủ · 1 phòng tắm	700,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Villages hồ bơi LLQ	30 khách · 5 Phòng ngủ · 4 phòng tắm	2,350,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Căn hộ chung cư · Vũng Tàu Melody	LiCi Homestay 2	15 khách · 2 Phòng ngủ · 2 phòng tắm	900,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Vũng Tàu Melody	ANNE'S HOUSE MELODY	8 khách · 2 Phòng ngủ · 2 phòng tắm	850,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Phuc's house - Apartment with 3 bedrooms 4 wc suitable for family	13 khách · 3 Phòng ngủ · 4 phòng tắm	840,000₫/đêm 1,200,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	BlaBla Orange 05 - Phòng cặp đôi lãng mạn	2 khách · 1 Phòng ngủ · 1 phòng tắm	216,000₫/đêm 240,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự · Blue Sapphire Resort Vũng Tàu	Villa Ruby 2 Blue Sapphire Resort	13 khách · 3 Phòng ngủ · 4 phòng tắm	5,550,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Joy'n Homestay	30 khách · 4 Phòng ngủ · 4 phòng tắm	1,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	CASSABELLA Luxury Apartments - Căn hộ 2 ngủ , 2 BRs Full services #3	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Cao ốc Dịch vụ Du lịch Sơn Thịnh 2	Căn hộ nghỉ dưỡng Vũng Tàu	10 khách · 3 Phòng ngủ · 2 phòng tắm	1,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ Studio	FAMILY HOMESTAY CĂN HỘ VIEW BIỂN	15 khách · 2 Phòng ngủ · 2 phòng tắm	800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Vung tau Golf & Sea view PhoenixC23	10 khách · 2 Phòng ngủ · 2 phòng tắm	1,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	VILLA Ô CẤP	30 khách · 3 Phòng ngủ · 4 phòng tắm	2,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Vũng Tàu Melody	Căn hộ Vũng Tàu Melody - View biển - 2 phòng ngủ | Your Homestay |	8 khách · 2 Phòng ngủ · 2 phòng tắm	320,000₫/đêm 400,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Khác	Lamer Homestay 1- Phòng 2 người P.3	3 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	VIKING HOUSE Double Room 5 for 4 people	4 khách · 1 Phòng ngủ · 1 phòng tắm	250,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	cariban-305	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Căn hộ chung cư · Chung cư Sơn Thịnh	Căn hộ 3 phòng ngủ view biển	12 khách · 3 Phòng ngủ · 3 phòng tắm	1,800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	HOMESTAY APARTMENT	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	CASSABELLA Luxury Apartments - Căn hộ 3 ngủ , 3 BRs Full services #1	8 khách · 3 Phòng ngủ · 3 phòng tắm	1,850,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	Nắng Homestay Vũng Tàu 1	12 khách · 2 Phòng ngủ · 2 phòng tắm	600,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	CAM HOMESTAY MELODY VUNGTAU - SEA VIEW	15 khách · 3 Phòng ngủ · 2 phòng tắm	1,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	LiCi HomeStay ( B10-9 Melody apartment )	15 khách · 2 Phòng ngủ · 2 phòng tắm	700,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	RedDoorz Standard Room Near BEACH, Thang Tam Ward - VT 2016	2 khách · 1 Phòng ngủ · 1 phòng tắm	336,000₫/đêm 420,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	RedDoorz Standard Room Next to BEACH, Vung Tau - VT 2016	2 khách · 1 Phòng ngủ · 1 phòng tắm	336,000₫/đêm 420,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	RedDoorz Deluxe Cozy Room Near Vung Tau BEACH - VT 2016	2 khách · 1 Phòng ngủ · 1 phòng tắm	360,000₫/đêm 450,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ Studio	RedDoorz Deluxe Cozy Room Next to Vung Tau BEACH - VT 2016	2 khách · 1 Phòng ngủ · 1 phòng tắm	360,000₫/đêm 450,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	RedDoorz Family Room Next to Vung Tau BEACH - VT 2016	4 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm 500,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	RedDoorz Suite Room 8 pax Next to Vung Tau BEACH - VT 2016	8 khách · 1 Phòng ngủ · 1 phòng tắm	560,000₫/đêm 700,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ Studio	Luxury Room for 8 pax Next to VUNG TAU BEACH - VT 2016	8 khách · 1 Phòng ngủ · 1 phòng tắm	560,000₫/đêm 700,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ Studio	FAMILY HOMESTAY CĂN HỘ 1PN 1WC VIEW BIỂN	8 khách · 1 Phòng ngủ · 1 phòng tắm	700,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	LiCi Homestay 1	15 khách · 2 Phòng ngủ · 2 phòng tắm	700,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Khác	Phòng đôi view hồ bơi 4_ La Mer homestay	2 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Khác	RedDoorz Family Room Next to Vung Tau BEACH - VT 2269	4 khách · 1 Phòng ngủ · 1 phòng tắm	388,080₫/đêm 485,100₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Khác	La Mer Homestay 1 - phòng 2 người P.2	2 khách · 1 Phòng ngủ · 1 phòng tắm	450,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Khác	Phòng đôi view hồ bơi 1_ La Mer homestay	2 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Khác	Convenient Room for 4 Pax Next to Vung Tau BEACH - VT 2269	4 khách · 1 Phòng ngủ · 1 phòng tắm	320,000₫/đêm 400,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Khác	La Mer homestay 1- phòng 2 người P.4	3 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Lighthouse Homestay	12 khách · 4 Phòng ngủ · 4 phòng tắm	1,400,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Chung cư Sơn Thịnh	Nguyễn Gia homestay *Vũng Tàu near the Beach	15 khách · 3 Phòng ngủ · 4 phòng tắm	1,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	Un Ricordo Homestay	10 khách · 2 Phòng ngủ · 2 phòng tắm	550,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Vũng Tàu Melody	MiPu's Melody	12 khách · 2 Phòng ngủ · 2 phòng tắm	500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Vũng Tàu Melody	THE HAPPY HOUSE	8 khách · 1 Phòng ngủ · 1 phòng tắm	750,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	Tiami White Melody Apartment Deluxe	12 khách · 2 Phòng ngủ · 2 phòng tắm	1,300,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Chung cư Sơn Thịnh	23D đường Thùy Vân - Homestay	15 khách · 2 Phòng ngủ · 3 phòng tắm	920,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	Lười Lắm Luôn Homestay (Lười Đỉnh Cao)	6 khách · 2 Phòng ngủ · 2 phòng tắm	683,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Blue Sapphire Resort Vũng Tàu	Blue Sapphire	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	The Little House	8 khách · 2 Phòng ngủ · 2 phòng tắm	800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Khác	Homestay Seaview Vũng Tàu - Phòng Goldenland- 2 giường đôi	4 khách · 1 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	CASSABELLA Luxury Apartments - Căn hộ 2 ngủ , 2 BRs Full services #1	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	CASSABELLA Luxury Apartments - Căn hộ 2 ngủ , 2 BRs Full services #2	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Rosemary Villa Homestay	25 khách · 4 Phòng ngủ · 5 phòng tắm	1,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Homestay Bãi Sau 59	15 khách · 3 Phòng ngủ · 4 phòng tắm	2,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	ÉN SPACE	20 khách · 4 Phòng ngủ · 4 phòng tắm	5,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	Vung Tau Casa Homestay 11	10 khách · 2 Phòng ngủ · 2 phòng tắm	1,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	BIỆT THỰ NGHỈ DƯỠNG VTS	35 khách · 4 Phòng ngủ · 5 phòng tắm	1,900,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Vũng Tàu Melody	1988 Homestay Vũng Tàu	12 khách · 2 Phòng ngủ · 2 phòng tắm	600,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Vũng Tàu Melody	Vung Tau Melody Bai Sau Beach	7 khách · 2 Phòng ngủ · 1 phòng tắm	400,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Gác Mơ Homestay - phòng đơn 2-3 người	3 khách · 1 Phòng ngủ · 2 phòng tắm	350,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	Kate Homestay - Melody Apartment Vung Tau	8 khách · 2 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Vũng Tàu Melody	Nhim's House	10 khách · 2 Phòng ngủ · 1 phòng tắm	714,972₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Blue Sapphire Resort Vũng Tàu	Penthouse Apt * FREE pool	10 khách · 2 Phòng ngủ · 3 phòng tắm	3,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Gác Mơ Homestay - Dorm	8 khách · 1 Phòng ngủ · 2 phòng tắm	1,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Vuta Villa Homestay	30 khách · 4 Phòng ngủ · 5 phòng tắm	1,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Thái Quang 8-3	10 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	[19.10]Melody 02 pn - 5p đi bộ ra Bãi Sau	8 khách · 2 Phòng ngủ · 2 phòng tắm	1,100,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Cao ốc Dịch vụ Du lịch Sơn Thịnh 2	Căn hộ San hô Vũng Tàu - Tầng 6	10 khách · 2 Phòng ngủ · 2 phòng tắm	1,625,000₫/đêm 2,500,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Chung cư Sơn Thịnh	D16 - Căn hộ du lịch 3PN view biển sát Bãi Sau	12 khách · 3 Phòng ngủ · 4 phòng tắm	1,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Little House Villa Vũng Tàu 01	20 khách · 5 Phòng ngủ · 4 phòng tắm	1,890,000₫/đêm 2,100,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Căn hộ San hô Vũng Tàu - tầng Cao hướng biển	15 khách · 3 Phòng ngủ · 3 phòng tắm	1,625,000₫/đêm 2,500,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Mộng Homestay - Phòng 3	2 khách · 1 Phòng ngủ · 1 phòng tắm	300,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Gác Mơ Homestay - Phòng 1	6 khách · 1 Phòng ngủ · 1 phòng tắm	510,000₫/đêm 600,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Gác Mơ Homestay - Dorm	8 khách · 1 Phòng ngủ · 2 phòng tắm	850,000₫/đêm 1,000,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Art Homestay Vung Tau- Dorm A. Phòng tập thể gần Bãi Trước & Trung Tâm	11 khách · 1 Phòng ngủ · 2 phòng tắm	680,000₫/đêm 800,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	LiCi Homestay 4	15 khách · 2 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	CASSABELLA Luxury Apartments - Căn hộ 1 ngủ , 1 BR Full services #4	3 khách · 1 Phòng ngủ · 1 phòng tắm	570,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	CASSABELLA Luxury Apartments - Căn hộ 1 ngủ , 1 BR Full services #6	3 khách · 1 Phòng ngủ · 1 phòng tắm	570,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	CASSABELLA Luxury Apartments - Căn hộ 1 ngủ , 1 BR Full services #7	3 khách · 1 Phòng ngủ · 1 phòng tắm	570,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Blue Sapphire Resort Vũng Tàu	[608] Căn hộ hồ bơi - Sát biển	10 khách · 2 Phòng ngủ · 2 phòng tắm	1,520,000₫/đêm 1,900,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Blue Sapphire Resort Vũng Tàu	[912]BEACHFRONT Apt * Private Free Swimming Pool	10 khách · 3 Phòng ngủ · 3 phòng tắm	3,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Gác Mơ Homestay - phòng gia đình hoặc nhóm bạn	6 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Thái Quang Vũng Tàu 2- 1	3 khách · 1 Phòng ngủ · 1 phòng tắm	150,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Thái Quang Vũng Tàu 2-2	3 khách · 1 Phòng ngủ · 1 phòng tắm	150,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	CASSABELLA Luxury Apartments - Căn hộ 1 ngủ , 1 BR Full services #1	3 khách · 1 Phòng ngủ · 1 phòng tắm	570,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Thái Quang Homestay 2- 3	3 khách · 1 Phòng ngủ · 1 phòng tắm	150,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Thái Quang 4-1	5 khách · 1 Phòng ngủ · 1 phòng tắm	250,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Thái Quang 4-2	5 khách · 1 Phòng ngủ · 1 phòng tắm	250,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Ngõ Nhỏ Homestay - R4	6 khách · 1 Phòng ngủ · 1 phòng tắm	300,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
